t,censored,totredeem,prevcat,prefood,pregas,prebank,preretail,preother,prebonus,baselen
480,1,200,cert,0.006289307,0.020664856,0.00718778,0.068283916,0.00359389,0.064689994,1113
79,0,1950,cert,0.718100548,0.001978239,0.025717109,0.21364975,0.011869431,0.108803153,1011
154,0,9675,travel,4.493534088,0.602281094,0.633460045,0.216729999,0.032699615,4.667678833,1315
254,0,700,cert,0.5,0,0,0,0,0,8
160,0,3850,cert,1.6875,0.191091895,0.167384982,0.055316091,-0.829022884,0.810344696,1392
22,0,10405,merch,0.178893089,0.28571415,3.949163437,0.193693638,0.224581718,0.216859698,1554
640,0,900,entertain,0.386324644,0.011965811,0.642735004,0.034188032,0,0.06324786,585
1056,1,3500,cert,0,0.320537329,0.698656082,0.092130482,0.165067077,0.076775432,521
54,0,5495,cert,1.030768395,1.492307663,0,0.170568466,0.052842796,1.266220093,1495
677,1,550,merch,0.506023884,0,0,0.018619925,0,0.274917841,913
159,0,9220,merch,0.325144291,1.470375061,3.453756332,0.291907311,0.330924749,1.270953178,1384
246,0,1975,travel,0.1134969,0.046779126,2.327453613,0.119631887,0.039877296,0.144938588,1304
236,0,11700,travel,9.410507202,0.006092913,0,0.279512405,0.047220081,8.689254761,1313
264,0,2220,cert,0.800271511,0.004076086,0.074728251,0.501358509,0.426630259,0.073369563,736
8,0,4228,travel,1.263507843,0.261287928,2.699480057,0.104367077,0.017024413,0.931901932,1351
340,1,6300,travel,6.273960114,0.001597444,1.32108593,0.269968033,0.194888115,5.340251923,1252
366,0,2230,cert,0.50672245,0.224369645,0,0.076470554,0.78571415,0.397478819,1190
953,1,4800,travel,0.418641329,0,2.837282181,0.541863918,0.12480247,0.606634617,633
1018,0,1650,cert,0.376146555,0.080733895,1.194495201,0.045871556,0.012844034,0.104587138,545
387,0,1800,travel,0.438931227,0.295801401,0.303435087,0.160305262,0.036259532,0.452290058,524
112,0,4245,cert,0.003843196,0.052267462,2.586471558,0.155265093,0.003074557,0.030745566,1301
11,1,2550,merch,0.08084017,0.002546148,0,1.238700867,0.001273074,1.052195549,1571
70,0,7032,travel,1.483178139,1.70794487,2.015031815,0.337150812,0.267716408,2.123836517,1397
763,0,16099,travel,3.862068176,0.004597701,0.211494207,0.004597701,0.059770107,3.287355423,435
1,0,2000,merch,0.058542401,0.05615291,0.185185075,0,0.146953344,0.15053761,837
111,0,1650,merch,2.5625,0.006249998,0,0,0,0.212499976,160
372,0,1570,cert,1.313384056,0.002176277,0,0.011969529,0.007616974,0.674645901,919
360,0,3440,cert,1.324300766,0.031329364,0,0.033022851,0,0.364098072,1181
604,0,280,cert,0.308218956,0,0,0,0,0.052511394,438
563,0,840,cert,0.414012671,0.004246283,0,0,0.004246283,0.048832268,471
1165,1,330,entertain,0.021844655,0.089805782,0.546116352,0.033980578,0,0.04126212,412
42,0,775,cert,0.005714282,0.157550931,0,0.041632652,0.304489613,0.253877401,1225
393,0,775,entertain,0.41550374,0,0.658914566,0,0,0.313178062,645
316,1,5060,entertain,0.918109894,0,0.817322731,0.944881439,0.317322731,0.754330635,1270
709,0,5320,travel,0.02448979,0.010204077,3.955101013,0.051020384,0.002040815,0.006122448,490
41,0,6815,entertain,1.613350868,0.091870427,1.976866722,0.009914078,0.092531383,1.715134621,1513
280,0,4049,travel,0.624508858,0.245090246,1.230164528,0.091908872,0.017282009,0.435192347,1273
1213,1,1300,travel,0.19788909,0.084432662,0,0,0.300791502,0.105540872,379
184,0,14286,travel,4.777347565,1.023112297,3.248073578,0.343605518,0.039291203,4.496917725,1298
810,1,1050,cert,0.111825168,0,0,0.086118221,0.17737782,0.02956298,778
521,1,410,cert,0.018244013,0,0,0.018244013,0,0,877
141,0,5510,cert,0.738975525,0.022048354,2.570411682,0.432432413,0,0.903271675,1406
598,1,6546,travel,1.49345398,0.349446058,0.785498142,0.4239676,0.195367456,1.070492744,993
1303,1,1875,cert,0,0.139860034,0,0.136363626,0.125874043,0.045454532,286
550,0,160,cert,0.259776354,0,0,0,0,0.136871457,358
367,0,600,entertain,0.21251142,0,0,0,0.012879483,0.057037711,1087
1002,1,140,cert,0.014109343,0,0,0,0,0.001763668,567
16,1,1950,travel,0.004458595,0,1.821018219,0,0,0.003821654,1570
837,1,390,cert,0.22523737,0.001356851,0,0.156037927,0.218453169,0.183174968,737
109,0,3820,cert,0.035532981,0.220812082,4.755073547,0.01269035,0.115482211,0.199238539,788
642,0,1175,merch,0.361701965,0.03191489,0,0.212765932,0,0.231914878,470
538,0,2750,merch,0.097199321,1.140032768,2.187807083,1.037890434,0.051070839,1.243821144,607
1410,0,160,entertain,0.113772452,0.197604775,0,0.03592813,0.053892195,0.203592777,167
206,1,1025,travel,0.359048128,0.249459148,0,0.127613545,0,0.374188662,1387
142,0,8550,travel,4.40378952,0.018950433,2.402332306,0.957725525,0.122448921,4.597663879,686
25,0,1010,cert,1.142741203,0.049472809,1.556365967,0.155717731,0.107055903,1.171127319,1233
5,0,4075,merch,0.097446203,0.611558914,2.065858841,0.188844085,0.124327898,0.432795525,1488
1072,0,280,cert,0.028571427,0.657142639,0,0.04285714,0,0.399999857,70
34,1,640,cert,0.335412264,0,0,0.000693,0.01386001,0.178794146,1443
1,0,21900,merch,10.44876099,0.163250804,4.23815918,0.12367487,0.302473307,9.373138428,1415
1222,0,875,cert,0.547618866,0.958333015,0,0.011904761,0,1.166666031,168
148,0,5260,cert,0.355704546,0.069630861,2.153522492,0.101510048,0.076342225,0.279362202,1192
508,0,7750,cert,6.491298676,0.023541451,0,0.095189333,0.011258952,5.280448914,977
49,0,5675,cert,3.237112045,0.038659781,0.125,0.036082447,0.0625,3.045103073,1552
663,1,1925,cert,0.076586425,0.003282275,1.336979866,0.118161917,0,0.02407001,914
91,1,1400,cert,0.543448925,0,0.177138925,0,0.011363633,0.208556056,1496
820,1,2050,travel,0.028534368,0.387807846,0,0.032425404,0.214007735,0.185473323,771
341,0,2400,cert,0.487804651,0,-0.003752343,0.099437118,0.008442774,0.161350727,1066
513,0,4200,merch,0.738007069,0.736162186,1.448339462,0.098708451,0.433579207,0.671586514,1084
162,0,1270,cert,0.22990346,0.025723472,0.038585186,0.017684877,0.072347224,0.166398644,1244
224,0,1025,cert,0.626831055,0,0,0,0.003084039,0.262143374,1297
453,1,2200,merch,0.000878735,0.407732725,2.79173851,0.022847086,0,0.383128166,1138
717,0,320,cert,0.07671231,0.01369863,0.419178009,0.0328767,0.136986256,0.071232855,365
332,1,1225,travel,1.772402763,0.195083261,2.857255936,0.223631978,0.30927825,1.945281029,1261
560,0,2005,merch,0.16990912,0.098573268,4.748374939,0.120622516,0.060959786,0.071335912,771
1409,1,350,cert,0,0.047058821,0,0,0,0.011764705,170
12,0,12050,merch,2.001426697,0.957857132,5.018569946,0.557857037,0.188571334,1.091427803,1400
1268,1,3600,cert,0.037974656,0.082278431,2.664556503,0.063291133,0.933544159,0.231012583,316
543,1,18543,travel,0.354745865,0.120805323,10.93959045,0.112176359,0.033557028,0.342281818,1043
1149,1,625,cert,0.073226512,0,0.011441641,0,0,0,437
378,0,365,entertain,0.447272539,0.001818181,0,0,0,0.199090838,1100
16,1,320,cert,0.064179063,0.001492537,0,0.040298492,0.139552236,0.149253726,1340
75,0,2625,cert,0.463430643,0,0,0.178856373,0.033909559,0.121675491,1504
734,0,800,cert,0.301953793,0.360568285,0,0.143872023,0.131438613,0.174067378,563
1017,1,725,merch,0.320921898,0,0.707446575,0,0.065602779,0.090425491,564
411,0,4200,travel,2.213853836,0.131525993,1.28915596,0.144578219,0.059236944,2.244979858,996
125,0,3360,cert,1.955465317,0.010121457,0,0.095141649,0.15924418,1.270580292,1482
566,1,1850,merch,0.36434865,0.188050866,0.411361218,0.07051909,0.146914721,0.319294691,1021
104,0,7720,cert,0.168265581,0.250184298,4.604427338,0.153505445,0.014022134,0.284132719,1355
1278,1,1400,merch,0.242038131,0.095541358,0.81528616,0,0,0.127388477,314
1452,1,1680,cert,0.175182462,0.204379559,0.182481647,0,0.007299267,0.065693378,137
589,1,4800,cert,0.22367096,0.005015042,5.175525665,0.08926779,0.801403999,0.542627811,997
1259,1,750,cert,0,0.015105739,0.084592104,0.012084588,0.196374536,0.006042294,331
141,0,13610,merch,0.505547524,0.000693481,9.473640442,1.567267418,0.350208044,1.631760597,1442
817,0,750,merch,2.33057785,0,0,0,0,2.231403351,121
357,0,490,cert,0.106666625,0.007619046,0.248571396,0.013333328,0,0.027619034,1050
238,0,2525,cert,4.297641754,0.674518108,0,0.21841538,0.02569592,4.109207153,467
485,1,6400,cert,0.335752964,0,0,0.025408343,1.215970039,0.134301186,1102
1253,1,525,cert,0.663551331,0,0,0,0,0.149532676,321
197,0,2100,cert,1.838515282,0.082246721,0,0.057171494,0,0.935807228,997
952,1,560,cert,0.015929192,0,0,0.056637168,0,0.014159292,565
329,0,175,cert,1.112068176,0,0,0.005747125,0,0.563218117,348
31,0,1270,cert,0.016898602,0.406560421,0,0.004970178,0,0.185884595,1006
535,1,2050,merch,0.82699585,0.1007604,0.4106462,0.430608273,0.117870688,0.237642527,1052
1488,1,1100,merch,0.519999981,0,0,0,0,0.059999973,100
114,0,2765,cert,0.257281542,0.053398043,0,1.516180992,0.019417465,0.101941705,1236
209,0,900,merch,0.193877459,0.002040815,0.016326517,0.004081629,0,0.102040768,490
909,0,1025,travel,1.931999207,0,0,0.13199997,0.103999972,0.849999905,500
419,0,140,cert,0.021739125,0,0,0.032608688,0.188405752,0.050724626,276
942,0,3150,merch,0.084886074,0.004140783,2.964801788,0.200828075,0.184264898,0.260869503,483
853,0,4850,merch,0.08401084,0.016260162,4.718154907,1.170731545,0.002710026,0.845528126,369
366,0,4500,merch,4.458381653,0.01863353,0,0.203726649,0.648447037,3.411178589,805
1002,1,2300,travel,0.0119863,0.106164336,0.727739334,0.023972601,0,0.035958886,584
521,0,1750,travel,0.883280754,0.045215547,1.108306885,0,0.046267062,0.340693951,951
372,0,610,entertain,0.082319915,0,0,0.198316097,0,0.015902698,1069
1001,1,750,cert,0.015332192,0,0.21465075,0.294718742,0,0.045996577,587
384,0,5782,entertain,1.389413834,0.037807167,3.455575943,0.172022581,0,0.531190872,529
224,1,3400,cert,0.159090877,0.234604001,1.814516068,0.021994129,0.044721395,0.269061565,1364
225,0,6765,cert,0.125541091,0.665223599,6.616161346,0.067821026,0.209235191,0.496392489,693
1082,1,1675,merch,0.004056793,0.010141984,0.736308098,0.054766715,0.018255577,0.008113585,493
749,0,5160,travel,1.069878578,0,2.528915405,0.156626463,0.060240954,0.925301075,830
349,0,420,cert,0.113327265,0.115140498,0.034451485,0.058023572,0.003626473,0.069809556,1103
805,1,700,entertain,0.620689392,0.017879948,0,0.030651331,0,0.09450829,783
1001,1,2250,merch,0.003418803,0.051282048,1.384614945,1.365811348,0,0.304273367,585
1078,1,250,cert,0.001976283,0,0,0.033596814,0,0,506
139,0,2240,cert,1.24747467,0.032467514,0,0.22727263,0.02092351,0.269841194,1386
26,0,11285,cert,3.173852921,0,1.622860909,0.308008194,0.327172995,1.902806282,1461
533,0,2870,cert,0.038352251,0.002840908,1.772727013,0.039772719,0.001420454,0.022727266,704
259,1,1165,cert,0.315511942,0.288403511,0.218373418,0.039156616,0.037650585,0.503011704,1328
943,0,320,cert,0.641025543,0,0,0,0,0,39
300,1,3900,travel,0.487616062,0.487616062,0.215944171,0.039473683,0.047213614,0.303405523,1292
16,0,3385,entertain,0.980379582,0.012025312,0.961392403,0,0.015822783,0.828480721,1580
269,1,1950,merch,0.797122955,0.017411038,0,0.0393641,0,0.406510115,1321
1491,1,275,cert,0.247524738,0.019801974,0,0,0,0.099009872,101
157,0,18020,entertain,10.02014923,0,0.553856373,0.009034045,0.138985395,9.736618042,1439
1298,1,1250,travel,0.510203838,0,2.214284897,0.00340136,0.006802719,0.221088409,294
993,1,4875,cert,0.452861786,0.020202011,0,5.765991211,0.252525091,2.410774231,594
873,0,1455,cert,0.014018685,0.021028027,0.908878326,0,0,0.021028027,428
847,1,70,entertain,0.028767109,0.002739726,0,0.04383561,0,0.006849315,730
1136,1,300,entertain,0.004889973,0.044009775,0,0.007334963,0.217603803,0.007334963,409
47,0,15800,cert,1.142956734,0.777544975,11.98046875,0.726638317,0.566945553,2.003486633,1434
84,0,4700,merch,1.545576096,0.029490605,0,0.784182072,0.482573509,1.894771576,1492
517,1,925,merch,0.21770823,0.020833328,0,0,0.046875,0.114583314,960
21,1,5250,cert,0.436942577,0.656050682,3.298725128,0.047133744,0.625477314,0.678343773,1570
602,0,1500,cert,0.956988812,0.010752685,0,0.053763419,0,0.129032254,93
1571,1,375,cert,0,0,0,0.142857075,0,0,14
542,1,1800,merch,0.765158653,0.22232914,0,0.008662172,0.007699709,0.682386875,1039
28,0,220,entertain,0.024701193,0,0.170517921,0.001593625,0,0.002390437,1255
719,0,1195,cert,0.068627417,0.079656839,0.946078301,0,0.006127451,0.041666657,816
54,0,7175,merch,3.544155121,0.099350631,2.258440018,0.161038876,0.304545403,3.627271652,1540
637,0,1735,cert,0.05595237,0,0.924999714,0.074999988,0,0.030952379,840
1017,1,5626,travel,1.60173893,0.28347826,0.848695278,0.184347749,0.095652163,1.410434723,575
531,1,875,entertain,0.338204384,0.286012411,0,0.035490602,0.962421417,0.336116791,479
4,0,475,merch,0.584488869,0.001891551,0.438209295,0.102774262,0.011979818,0.256620407,1586
536,1,1800,merch,0.456375837,0.071907938,0,0.582933426,0.042185992,0.278043985,1043
879,0,4100,merch,5.315689087,0.018903583,0,0,0.018903583,4.372398377,529
209,0,12742,travel,0.314009428,0.04428339,8.454910278,0.094202876,0,0.344605446,1242
575,1,1800,merch,0.004945595,0,1.028683662,0.064292729,0.00989119,0,1011
1074,0,2800,travel,0.002702702,0.162162066,0.102702677,0.07837832,0.278378248,0.11351347,370
162,0,11747,travel,0.237120628,0.170077562,5.9442482,0.016937181,0.302046537,1.568806648,1417
844,0,1125,cert,0.120111704,0.074022293,0,0.701117039,0.108938515,0.574022293,716
142,1,320,cert,0.233541131,0.056826055,0,0.030492023,0.014553011,0.091476083,1443
1282,1,500,merch,0.059440553,0.003496504,0,0,0,0.027972028,286
224,0,7195,cert,0.558739185,0.265520334,4.73638916,0.012416422,0.033428818,0.564469814,1047
920,1,2050,merch,0.007473841,0.340806961,0.029895365,0,0,0.200298905,669
40,0,12050,merch,6.853084564,0.119490683,1.176297188,0.051909864,0.274240732,6.501468658,1021
16,1,4500,travel,0.914703846,0.360916376,0,0.076384425,0.089115202,0.582431316,1571
173,0,4315,entertain,3.766195297,0,0.144600868,0.076995254,0.016901404,2.894834518,1065
1585,1,140,cert,,,,,,,
99,0,1020,cert,0.369262695,0.141863585,0,0.00069541,0.004172459,0.138386607,1438
534,1,8662,travel,0.18791306,0.242681742,4.134086609,0.016052872,0.064211488,0.203021646,1059
1571,1,3550,travel,,,,,,,
384,0,5580,travel,0.357371569,0.450320482,9.713134766,0.347756386,0,0.286858797,624
700,1,1050,cert,0.199063182,0.033957839,0.128805518,0.002341919,0.0058548,0.214285612,854
510,1,2800,merch,0.093244493,0.088487148,5.093242645,0.012369171,0,0.070409119,1051
90,0,535,entertain,0.019736841,0.247806907,0,0.004385963,0.013157889,0.076754332,456
145,0,16622,travel,2.169013977,0.188898087,8.338027954,0.493786097,0.301573992,2.032310486,1207
480,1,2695,travel,0.318631649,0.054005384,0,0.322232008,1.054004669,0.688568592,1111
666,1,1400,merch,0.119870365,0,0.479481459,0,0.145788312,0.03023757,926
990,1,975,merch,2.876045227,0.025125623,0,1.70854187,0.167504072,2.973197937,597
1297,1,240,cert,0.04406777,0.00338983,0,0.488135576,0,0.074576259,295
300,0,1460,cert,0.468594074,0.001994018,0,0.069790602,0,0.229312062,1003
424,0,1125,cert,0.073643386,0.028423771,0,0.041343659,0.202842355,0.058139533,774
167,0,2100,cert,1.233567238,0.301643133,0,0.244131446,0,0.644365788,852
772,0,2000,merch,0.033802807,0.022535205,0.456337929,0.219718218,0.056338012,0.014084503,355
23,0,2200,travel,0.571333408,0.453881741,0.252156496,0.007962838,0.201061606,0.804910183,1507
265,0,2120,cert,1.544909477,0.007698886,0,0.1924721,0,0.63045311,1169
770,0,10300,travel,2.910974503,0.949999809,0.303658485,0.184146285,0.097560942,2.715852737,820
503,0,480,entertain,0.596314907,0.184254527,0,0.010050245,0.030150741,0.577889442,597
88,0,1575,travel,0.082251072,0.318181753,2.131311417,0.092352092,0.127705574,0.22727263,1386
133,0,9520,merch,1.920200348,0.197699428,5.534145355,0.235082626,0.103522599,1.670021057,1391
521,1,700,cert,0.154072523,0.031403333,0,0,0,0.078508318,1019
1193,1,1200,merch,0.007537685,0.492462158,2.057788849,0.067839146,0,0.258793831,398
265,1,1600,merch,3.279087067,0.019771859,0,0.349809885,0.016730025,2.819009781,1315
98,0,4800,cert,0.818181515,0.008754209,1.13131237,0.565656185,0.269360066,0.461279392,1485
486,1,640,entertain,0.18511796,0,0,0.206896544,0.033575296,0.123411953,1102
237,0,11275,merch,8.042709351,0.16898787,0.390900612,0.391829014,0.153203249,6.931289673,1077
32,0,8665,cert,0.824653626,0.166117311,3.482530594,0.398813248,0.675016403,1.621621132,1517
96,0,6300,travel,5.878826141,0,0,0,0,4.380825043,1502
857,1,1065,entertain,0,0,0,0.293494701,0,0,661
69,1,1050,travel,0.099866808,0.001331558,0,0.040612489,0.038615167,0.040612489,1502
112,1,800,cert,0.555253983,0,0,0.001355932,0.091525376,0.150508404,1475
229,0,1555,cert,0.751396179,0.135009289,0,0.256052017,0.005586591,0.391061306,1074
21,0,5340,cert,2.959222794,0.002588997,0,0.146278262,0.244660139,1.421359062,1545
345,0,450,entertain,0.224470019,0.012524083,0.137764931,0.054913282,0,0.062620401,1038
582,1,2300,merch,1.11975956,0.112574816,-1.02634716,0.001197605,0.482634544,0.007185627,835
1280,1,1600,travel,0.178571343,0.068181813,2.016233444,0.003246753,0,0.08766228,308
224,0,3000,cert,0.65186882,0.420560598,1.15342617,0.014018685,0.095015526,0.564641476,1284
169,0,730,cert,0.059805274,0.00069541,0.347009659,0.014603615,0.057719052,0.065368533,1438
100,0,9850,entertain,1.907979012,2.286842346,3.992809296,0.104960442,0.127246499,2.585189819,1391
723,0,1600,travel,0.528301716,0.01677148,1.582808495,0.19916141,0.048218012,0.213836432,477
69,0,1550,cert,0.286509037,0.026425585,0.074408889,0.109179378,0.302503347,0.0980528,1438
1,0,9160,cert,1.705426216,0.162144661,4.164081574,0.056847543,0.318475246,1.074934959,1548
78,0,535,entertain,0.716615677,0.325178385,0,0.0856269,0.079510689,0.353720665,981
1002,1,950,entertain,0,0.685245514,1.399999619,0,0,0.301639319,305
80,0,2550,travel,0.132129908,0.354512453,1.118411064,0.011552341,0,0.199999929,1385
234,0,8450,merch,6.294487,0.849141598,0,0.124661207,0.121951163,5.373981476,1107
355,0,1850,merch,0.6361866,0.185797572,-0.161478519,0,0.005836573,0.39883256,1028
130,1,2400,merch,0.238030076,0,0.612858772,0.049247593,0.409712553,0.312585354,1462
143,0,7860,entertain,4.090908051,0.75841713,1.658248901,0.332491398,0.865319729,4.11700058,1188
201,0,9081,travel,4.685237885,0.246020198,0,0.81186676,0.028943554,3.871923447,1382
288,0,1300,merch,0.051927596,1.570416451,0,0.050354034,0.004720692,0.760031223,1271
175,0,4395,entertain,1.776304245,0.016570002,0.299916983,0.003314002,0.05053851,1.467273712,1207
1385,1,200,cert,0.289855003,0.086956501,0,0.048309177,0,0.115942001,207
500,0,6510,travel,0.254143477,0.008287288,4.938304901,0.006445669,0.113259614,0.197974205,1086
786,0,940,entertain,0.903225422,0.083870947,0,0,0,0.122580588,155
1266,1,1400,merch,1.396284103,0.040247649,0,0.03095974,0.123838961,1.108358383,323
115,0,27897,merch,16.12054443,0.680834293,4.620555878,0.373260975,2.332302094,16.85934448,1294
837,0,200,entertain,0.00203252,0.004065041,0,0.00203252,0.15040648,0.024390236,492
26,0,4460,cert,0.057124496,0.330551863,1.48716259,0.471758604,0.096919119,0.4268291,1558
1,0,5400,travel,2.036834717,0,0.665756702,0.092087269,0.027967244,0.805593014,1466
566,0,310,entertain,0.082051277,0.246153832,0,0.015384615,0,0.082051277,195
909,1,1230,travel,0.087020636,0,0.443952799,0.072271347,0,0.076696158,678
301,0,70813,travel,3.640537262,0.057798863,33.53045654,0.9231987,14.06571198,3.832143784,1263
582,0,3360,cert,3.610441208,0.030120477,0,0.053212851,0.131525993,3.057228088,996
1191,0,3050,merch,1.28571415,0,0.142857075,0,0,0,7
78,0,1540,cert,0.675140858,0.002824858,0,0,0,0.151129842,1416
622,0,3630,merch,0.147965431,0,2.805177689,0.045622677,0.022194818,0.046855718,811
861,0,200,cert,0.5,0.222222209,0,0.055555552,0,0.111111105,18
8,0,2595,cert,2.364635468,0.242846608,0,0.243580222,0.008804105,2.089508057,1363
637,1,980,cert,0.567226887,0,0,0,0,0.185924292,952
731,1,1025,travel,1.268691063,0,0,0.049065411,0.011682242,0.741822243,856
644,1,2730,travel,2.663856506,0.074815571,0.010537401,0.21812427,0.405690193,2.359325409,949
53,1,1060,merch,0.318717241,0.020287946,0,0,0.052356005,0.267670155,1528
38,1,1400,merch,0.462245464,0.389363051,0,0.697964191,0.049244911,0.616546154,1523
156,1,1500,cert,0.709064007,0.017543852,0,0.024853796,0.115497053,0.5,1368
1214,1,3750,cert,2.563491821,0.195767164,5.037036896,0.611110687,0.100529075,2.140211105,378
11,0,1400,merch,0,0.055737704,1.239343643,0,0.095081925,0.042622924,305
261,1,375,cert,0.169777751,0.011555553,0,0.104888856,0.001777777,0.066666663,1125
190,1,3700,cert,1.117772102,0.696644783,7.127765656,0.062098473,0.004282653,1.113490105,1401
14,0,2920,cert,0.02597402,0,0.090909064,0.444155693,0.000865801,0,1155
215,0,1700,travel,2.914117813,0.017467246,0,0.004366811,0.037845701,2.819503784,687
77,0,5545,cert,2.868988037,0.243902326,0.050174207,0.145644546,0.197909355,2.358186722,1435
218,0,770,entertain,0.209284544,0,0.369101763,0.025875181,0,0.040334851,1314
725,0,2625,cert,0.931623459,0.188034177,3.185184479,0.071225047,0.282051086,0.313390255,351
273,0,5700,travel,1.857327461,1.932554245,0,0.007782098,0.583657265,2.501945496,771
399,0,3705,travel,0.218370795,0.020797223,2.629116058,0.454939127,0.281629086,0.491334438,1154
201,0,1055,cert,0.235053182,0.027846023,0.162981153,0.226044178,0,0.092547059,1221
1121,1,1800,travel,0.390191793,0.004264392,0.166311264,0.004264392,0,0.074626863,469
275,1,160,cert,0.016194329,0,0,0,0,0,741
363,0,975,travel,0.763318539,0.025327504,0,0.359825134,0.005240172,0.304803371,1145
69,0,6225,merch,0,1.160975456,9.024383545,0.039024383,0.009756096,0.785365582,205
486,1,630,travel,0.965548039,0.008159563,0,0.045330912,0.009972796,0.647325039,1103
1305,1,1100,merch,0.115107894,0,0.125899196,0.273381233,0,0.017985597,278
446,0,175,entertain,0.04697156,0.030902341,0,0.093943119,0.006180469,0.012360938,809
531,1,2300,merch,0.025616691,0.072106242,0,0.26375699,0.153700113,0.056925982,1054
98,0,2805,cert,1.839184761,0.004915729,0,0.05196628,0.084269643,1.719100952,1424
53,0,400,cert,0.479279041,0,0,0.023423418,0.776576519,0.365765572,555
848,1,1040,cert,0.276280165,0.177897573,0,0.010781668,0.26954174,0.41913724,742
1158,1,100,entertain,0.626728058,0.235023022,0,0.016129032,0.011520736,0.645161152,434
26,0,1750,cert,0.049212575,0.25328064,1.039369583,0.003937006,0.051837266,0.223097086,1524
170,0,560,cert,1.786665916,0,0,0,0,1.359999657,75
1519,1,550,merch,0.014925368,0.194029808,0.179104447,0,0,0.074626863,67
1260,1,935,entertain,0.204892874,0.024464831,0,0.348623753,0.00917431,0.088684976,327
638,1,2850,travel,0.566315651,0,1.697894096,0.046315789,0.269473553,0.541052342,950
680,1,160,cert,0.176540256,0.001184833,0,0,0,0.07938385,844
495,0,1150,cert,0.009164967,0.731160641,0,0.031568199,0.059063107,0.396130323,982
9,0,240,cert,0.175303102,0.016538024,0,0,0,0.027563393,907
930,1,250,cert,0.022186995,0.006339144,1.14896965,0.001584786,0.304278851,0.042789221,631
161,1,6000,merch,2.450418472,0.546787262,0,0.136173129,0.128491521,1.828909874,1432
911,1,875,cert,1.034534454,0,0,0,0,0.220720649,666
27,0,4459,travel,1.822631836,0.294341803,0.478703022,0.116973877,0.038143665,1.787666321,1573
3,0,2750,merch,2.694980621,0,0,0.210424662,0.030888021,2.006755829,1036
924,1,1800,merch,0.093655586,0,1.019637108,0.229607225,0.004531719,0.229607225,662
2,0,3524,travel,1.936058998,0.032713741,1.762825012,0.11375463,0.012639403,1.675092697,1345
1543,1,550,merch,0.066666663,0,0,0,0,0,30
526,1,5075,cert,0.007497653,1.678537369,0.479849815,0.007497653,0.00937207,0.742267609,1067
365,0,840,cert,0.589015007,0,0,0.009469695,0,0.15625,1056
813,1,285,cert,0.125963926,0,0.201799393,0,0,0.011568122,778
166,0,960,cert,0.576771259,0.281496048,0,0.001968503,0.049212575,0.476377726,1016
83,0,8915,cert,3.718816757,0.981254101,0.586877823,0.015861571,0.330209017,4.082912445,1387
1213,1,850,travel,1.114665985,0,0.351999998,0.005333331,0,0.557332993,375
117,0,25913,travel,21.64073181,0.006102212,0.133485794,0,0.067124307,20.14187622,1311
662,0,1320,cert,0.080578506,0.580578327,0.789256096,0.043388426,0,0.307851076,484
100,0,4035,cert,0.437362433,0.558974266,0,1.354578018,0.123076916,1.147252083,1365
100,1,1500,merch,1.178570747,0.010781668,0,0.033692718,0.034366548,0.796495915,1484
111,0,570,cert,0.132295609,0.069066107,0,0.101167262,0,0.178015471,1028
17,0,10325,merch,3.762779236,0.055111796,1.363417625,0.051118195,0.132587791,3.557506561,1252
51,1,640,cert,0.279947758,0.12890625,0,0.024739578,0,0.0625,1536
623,0,160,cert,,,,,,,
444,0,4788,travel,2.269723892,0.547706127,0,2.611925125,0.261467695,2.393577576,1090
287,0,3880,travel,2.713132858,0.052995384,0.786866188,0.026497692,0.00345622,2.607141495,868
49,1,1475,travel,0.943369865,0.007596683,0,0.022790045,0.024171263,0.583563328,1448
182,0,800,entertain,1.121714592,0,0,0.016597509,0,0.712309361,723
39,0,11491,cert,1.420184135,0.115435302,4.697887421,0.250659466,0.397097588,1.563323975,1516
265,0,6780,merch,3.407211304,0.182057977,4.300788879,0.07299912,0.021108165,3.15303421,1137
675,0,175,cert,0.25762701,0.010169491,0,0,0,0.118644059,295
84,1,3150,travel,2.780649185,0.554008961,1.611000061,0.135188818,0.285619497,3.0013237,1509
27,0,10340,travel,0.25,0.483062267,4.599590302,0.644986153,0.328590632,0.869240761,1476
1079,1,160,cert,0.093877494,0,0.604081631,0,0,0,245
96,0,11530,cert,10.7144165,0.287419558,0,0.044077128,0,9.86592865,1089
357,0,2240,cert,2.583433151,0,0,0.04141289,0,1.392204285,821
443,0,6150,merch,4.442714691,0,0.671844482,0,0.105825186,3.872814179,1030
560,0,30,entertain,7.015266419,0,0,0,0.003816793,6.377861023,262
755,1,1950,cert,0.164874435,0.066905558,0.63321352,0.03584227,0.017921135,0.136200666,837
221,1,480,cert,0.342301846,0.089686096,0,0.490283966,0.002989536,0.100149453,669
345,1,1750,travel,1.347790718,0.001606425,0,0.003212851,0.012048192,0.651405335,1245
21,0,3250,cert,1.770730972,0.35609746,2.995121002,0.152438998,0.274390221,2.030487061,820
34,0,1105,cert,0.350785255,0.035340309,0.138088942,0,0.04188481,0.348821878,1528
10,0,2950,entertain,7.402297974,1.0747118,0,0.031609178,0.086206853,7.364940643,348
39,1,385,cert,1.798353195,0.218106985,0,0,0.037037015,1.781892777,243
65,1,875,cert,0.157407403,0.018518508,4.439811707,0,0,0.055555552,216
